Data File:                  EBL4527A.AKF
Measurement Programm:	5.0.9

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces at Hip Joint
Diagram Title #2	Relative to Femur

Comment #1	HIP JOINT Bicycle: Speed 50 rpm; Power 20 Watt
Comment #2	 Pat.: EBL, Side: left, 6 Month PO

BodyWeight [N]:	640.0

Implant Type:	Hip Joint

Axes Directions X, Y, Z: 	Medial, Anterior, Superior
Axes Origin: 	Center of Femoral Head
Angle of Rotation (Deg):	Z = 5.0	X = 10.0	Y = 0.0
Displacement X, Y, Z (mm):	0.0	0.0	0.0
Activity Code:	HIPJOINT	1P_1_2_1_4	2P_1_4_16






---------------------------DATA--------------------------------

Number of Data Sets =	999
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	490.15	3.748

Time	-Fx	-Fy	-Fz	Fres	-	-	-	Marker
[s]	[N]	[N]	[N]	[N]	-	-	-	[0/1]

3.588	00245.87	00065.34	00325.37	00413.02	-	-	-	0
3.593	00248.77	00066.36	00327.61	00416.68	-	-	-	0
3.597	00251.37	00067.54	00330.13	00420.40	-	-	-	0
3.602	00253.71	00068.93	00332.83	00424.14	-	-	-	0
3.606	00255.89	00070.51	00335.53	00427.82	-	-	-	0
3.611	00258.01	00072.19	00338.10	00431.38	-	-	-	0
3.615	00260.15	00073.91	00340.44	00434.79	-	-	-	0
3.620	00262.30	00075.60	00342.66	00438.10	-	-	-	0
3.625	00264.55	00077.25	00344.72	00441.35	-	-	-	0
3.638	00267.07	00078.89	00346.64	00444.64	-	-	-	0
3.643	00269.82	00080.54	00348.36	00447.93	-	-	-	0
3.648	00272.69	00082.14	00349.96	00451.19	-	-	-	0
3.652	00275.60	00083.67	00351.32	00454.29	-	-	-	0
3.657	00278.62	00085.17	00352.53	00457.34	-	-	-	0
3.661	00281.57	00086.60	00353.62	00460.25	-	-	-	0
3.666	00284.38	00088.08	00354.81	00463.16	-	-	-	0
3.680	00286.61	00089.90	00356.29	00466.02	-	-	-	0
3.684	00288.19	00092.04	00358.05	00468.75	-	-	-	0
3.689	00289.25	00094.44	00360.06	00471.41	-	-	-	0
3.693	00289.87	00097.04	00362.17	00473.93	-	-	-	0
3.698	00290.36	00099.72	00364.24	00476.37	-	-	-	0
3.702	00290.88	00102.37	00366.21	00478.75	-	-	-	0
3.716	00291.49	00104.94	00367.98	00481.03	-	-	-	0
3.721	00292.23	00107.38	00369.53	00483.20	-	-	-	0
3.725	00293.01	00109.69	00370.88	00485.22	-	-	-	0
3.730	00293.88	00111.87	00371.96	00487.07	-	-	-	0
3.735	00294.76	00113.80	00372.60	00488.54	-	-	-	0
3.739	00295.57	00115.37	00372.84	00489.57	-	-	-	0
3.744	00296.16	00116.57	00372.72	00490.12	-	-	-	0
3.748	00296.49	00117.41	00372.23	00490.15	-	-	-	0
3.753	00296.57	00117.95	00371.40	00489.70	-	-	-	0
3.757	00296.43	00118.22	00370.25	00488.81	-	-	-	0
3.762	00296.16	00118.25	00368.89	00487.62	-	-	-	0
3.766	00295.65	00118.05	00367.32	00486.08	-	-	-	0
3.771	00294.90	00117.68	00365.54	00484.19	-	-	-	0
3.776	00293.95	00117.20	00363.59	00482.02	-	-	-	0
3.780	00292.71	00116.54	00361.62	00479.61	-	-	-	0
3.785	00291.20	00115.70	00359.58	00476.95	-	-	-	0
3.789	00289.63	00114.76	00357.51	00474.20	-	-	-	0
3.794	00288.04	00113.75	00355.35	00471.36	-	-	-	0
3.799	00286.38	00112.67	00353.07	00468.37	-	-	-	0
3.803	00284.58	00111.54	00350.66	00465.18	-	-	-	0
3.808	00282.54	00110.44	00348.02	00461.68	-	-	-	0
3.812	00280.16	00109.38	00344.95	00457.66	-	-	-	0
3.817	00277.38	00108.31	00341.45	00453.05	-	-	-	0
3.821	00274.22	00107.15	00337.53	00447.89	-	-	-	0
3.840	00270.66	00105.78	00333.16	00442.09	-	-	-	0
3.844	00266.76	00104.05	00328.37	00435.68	-	-	-	0
3.849	00262.53	00102.00	00323.18	00428.68	-	-	-	0
3.853	00258.02	00099.70	00317.65	00421.21	-	-	-	0
3.858	00253.21	00097.14	00311.74	00413.20	-	-	-	0
3.862	00248.09	00094.36	00305.47	00404.68	-	-	-	0
3.867	00242.59	00091.30	00298.72	00395.50	-	-	-	0
3.881	00236.66	00087.96	00291.45	00385.60	-	-	-	0
3.885	00230.96	00084.73	00284.47	00376.09	-	-	-	0
3.890	00225.36	00081.51	00277.62	00366.75	-	-	-	0
3.894	00219.81	00078.29	00270.83	00357.49	-	-	-	0
3.899	00214.18	00074.99	00263.95	00348.09	-	-	-	0
3.904	00208.41	00071.56	00256.92	00338.48	-	-	-	0
3.922	00202.45	00067.97	00249.66	00328.53	-	-	-	0
3.926	00197.28	00064.76	00243.40	00319.94	-	-	-	0
3.931	00192.76	00061.84	00237.95	00312.41	-	-	-	0
3.935	00188.82	00059.19	00233.24	00305.87	-	-	-	0
3.940	00185.40	00056.74	00229.20	00300.21	-	-	-	0
3.944	00182.39	00054.47	00225.68	00295.24	-	-	-	0
3.949	00179.68	00052.30	00222.54	00290.77	-	-	-	0
3.953	00177.20	00050.24	00219.70	00286.69	-	-	-	0
3.958	00174.89	00048.24	00217.08	00282.91	-	-	-	0
3.962	00172.73	00046.30	00214.64	00279.38	-	-	-	0
3.967	00170.67	00044.40	00212.34	00276.02	-	-	-	0
3.972	00168.70	00042.53	00210.16	00272.83	-	-	-	0
3.976	00166.85	00040.71	00208.12	00269.83	-	-	-	0
3.981	00165.08	00038.92	00206.19	00266.98	-	-	-	0
3.985	00163.42	00037.18	00204.40	00264.32	-	-	-	0
3.990	00161.87	00035.47	00202.75	00261.85	-	-	-	0
3.994	00160.47	00033.82	00201.30	00259.64	-	-	-	0
3.999	00159.23	00032.22	00200.06	00257.71	-	-	-	0
4.003	00158.13	00030.68	00198.99	00256.02	-	-	-	0
4.008	00157.13	00029.17	00198.05	00254.49	-	-	-	0
4.012	00156.21	00027.72	00197.21	00253.10	-	-	-	0
4.017	00155.35	00026.29	00196.44	00251.82	-	-	-	0
4.021	00154.54	00024.92	00195.73	00250.63	-	-	-	0
4.026	00153.78	00023.60	00195.07	00249.51	-	-	-	0
4.030	00153.06	00022.35	00194.45	00248.47	-	-	-	0
4.035	00152.40	00021.18	00193.87	00247.50	-	-	-	0
4.040	00151.78	00020.13	00193.33	00246.62	-	-	-	0
4.044	00151.24	00019.24	00192.84	00245.83	-	-	-	0
4.049	00150.79	00018.55	00192.41	00245.16	-	-	-	0
4.053	00150.45	00018.14	00192.04	00244.63	-	-	-	0
4.058	00150.25	00018.08	00191.76	00244.28	-	-	-	0
4.080	00150.24	00018.51	00191.59	00244.17	-	-	-	0
4.085	00150.43	00019.34	00191.47	00244.26	-	-	-	0
4.089	00150.81	00020.47	00191.38	00244.51	-	-	-	0
4.094	00151.34	00021.72	00191.34	00244.92	-	-	-	0
4.098	00151.95	00022.91	00191.43	00245.48	-	-	-	0
4.103	00152.68	00024.01	00191.56	00246.13	-	-	-	0
4.107	00153.45	00025.03	00191.68	00246.81	-	-	-	0
4.121	00154.23	00026.00	00191.78	00247.47	-	-	-	0
4.126	00155.03	00026.95	00191.83	00248.11	-	-	-	0
4.130	00155.81	00027.89	00191.79	00248.67	-	-	-	0
4.135	00156.50	00028.76	00191.56	00249.03	-	-	-	0
4.139	00157.13	00029.63	00191.21	00249.26	-	-	-	0
4.144	00157.83	00030.43	00190.77	00249.46	-	-	-	0
4.148	00158.63	00031.17	00190.24	00249.66	-	-	-	0
4.153	00159.46	00031.87	00189.62	00249.80	-	-	-	0
4.157	00160.31	00032.56	00188.94	00249.92	-	-	-	0
4.162	00161.20	00033.30	00188.28	00250.09	-	-	-	0
4.166	00162.16	00034.11	00187.60	00250.30	-	-	-	0
4.171	00163.22	00035.04	00186.99	00250.67	-	-	-	0
4.175	00164.39	00036.08	00186.52	00251.22	-	-	-	0
4.180	00165.57	00037.21	00186.26	00251.98	-	-	-	0
4.184	00166.53	00038.24	00186.39	00252.86	-	-	-	0
4.189	00167.18	00039.01	00187.01	00253.86	-	-	-	0
4.193	00167.53	00039.45	00187.93	00254.83	-	-	-	0
4.198	00167.63	00039.57	00189.09	00255.77	-	-	-	0
4.202	00167.61	00039.39	00190.48	00256.76	-	-	-	0
4.207	00167.48	00038.98	00192.06	00257.79	-	-	-	0
4.212	00167.15	00038.51	00193.70	00258.73	-	-	-	0
4.216	00166.61	00038.08	00195.32	00259.54	-	-	-	0
4.221	00165.98	00037.83	00196.75	00260.17	-	-	-	0
4.225	00165.59	00037.73	00197.81	00260.72	-	-	-	0
4.230	00165.64	00037.87	00198.49	00261.28	-	-	-	0
4.234	00166.12	00038.23	00198.80	00261.87	-	-	-	0
4.239	00166.99	00038.68	00198.82	00262.51	-	-	-	0
4.243	00168.22	00039.16	00198.72	00263.29	-	-	-	0
4.248	00169.69	00039.61	00198.58	00264.19	-	-	-	0
4.252	00171.07	00039.90	00198.41	00265.00	-	-	-	0
4.257	00172.11	00040.06	00198.24	00265.57	-	-	-	0
4.280	00172.98	00040.22	00198.34	00266.23	-	-	-	0
4.284	00173.76	00040.44	00198.89	00267.19	-	-	-	0
4.289	00174.48	00040.78	00199.80	00268.38	-	-	-	0
4.293	00175.10	00041.23	00200.89	00269.66	-	-	-	0
4.298	00175.69	00041.77	00202.03	00270.97	-	-	-	0
4.307	00176.24	00042.32	00203.03	00272.16	-	-	-	0
4.311	00176.86	00042.94	00203.72	00273.17	-	-	-	0
4.316	00177.52	00043.53	00204.09	00273.97	-	-	-	0
4.320	00178.37	00044.09	00204.27	00274.75	-	-	-	0
4.325	00179.42	00044.63	00204.30	00275.54	-	-	-	0
4.329	00180.59	00045.19	00204.15	00276.28	-	-	-	0
4.334	00181.61	00045.82	00203.70	00276.72	-	-	-	0
4.339	00182.29	00046.35	00203.23	00276.91	-	-	-	0
4.357	00182.44	00046.49	00203.05	00276.90	-	-	-	0
4.361	00182.22	00046.20	00203.17	00276.80	-	-	-	0
4.366	00181.73	00045.36	00203.58	00276.64	-	-	-	0
4.370	00181.01	00044.03	00204.25	00276.44	-	-	-	0
4.375	00180.15	00042.23	00205.06	00276.20	-	-	-	0
4.379	00179.08	00040.00	00206.03	00275.90	-	-	-	0
4.384	00177.86	00037.49	00207.24	00275.66	-	-	-	0
4.388	00176.42	00034.89	00208.60	00275.41	-	-	-	0
4.393	00174.92	00032.39	00209.99	00275.21	-	-	-	0
4.398	00173.86	00030.38	00211.18	00275.22	-	-	-	0
4.402	00173.36	00028.97	00212.11	00275.47	-	-	-	0
4.407	00173.31	00028.18	00212.85	00275.92	-	-	-	0
4.411	00173.55	00027.95	00213.32	00276.42	-	-	-	0
4.416	00174.10	00028.22	00213.76	00277.13	-	-	-	0
4.443	00174.84	00028.81	00214.27	00278.05	-	-	-	0
4.447	00175.70	00029.66	00214.93	00279.18	-	-	-	0
4.452	00176.62	00030.68	00215.73	00280.49	-	-	-	0
4.456	00177.69	00031.75	00216.63	00281.98	-	-	-	0
4.461	00178.97	00032.81	00217.71	00283.73	-	-	-	0
4.470	00180.39	00033.82	00218.92	00285.68	-	-	-	0
4.475	00181.74	00034.69	00220.03	00287.48	-	-	-	0
4.479	00182.98	00035.39	00220.94	00289.05	-	-	-	0
4.484	00184.15	00035.99	00221.62	00290.38	-	-	-	0
4.488	00185.10	00036.62	00222.03	00291.38	-	-	-	0
4.493	00185.64	00037.25	00222.33	00292.03	-	-	-	0
4.497	00185.85	00037.93	00222.70	00292.53	-	-	-	0
4.502	00185.90	00038.78	00223.16	00293.02	-	-	-	0
4.524	00185.88	00039.79	00223.85	00293.67	-	-	-	0
4.529	00185.79	00040.73	00224.81	00294.48	-	-	-	0
4.534	00185.60	00041.58	00225.97	00295.36	-	-	-	0
4.538	00185.48	00042.39	00227.34	00296.45	-	-	-	0
4.543	00185.62	00043.09	00229.25	00298.10	-	-	-	0
4.556	00186.39	00043.37	00232.45	00301.10	-	-	-	0
4.561	00187.73	00043.28	00236.93	00305.37	-	-	-	0
4.565	00189.58	00042.97	00242.50	00310.79	-	-	-	0
4.570	00191.86	00042.54	00248.81	00317.06	-	-	-	0
4.575	00194.54	00042.08	00255.47	00323.85	-	-	-	0
4.602	00197.59	00041.76	00262.28	00331.02	-	-	-	0
4.606	00201.08	00041.70	00269.18	00338.57	-	-	-	0
4.611	00204.84	00042.01	00275.89	00346.18	-	-	-	0
4.615	00208.75	00042.61	00282.28	00353.65	-	-	-	0
4.620	00212.75	00043.45	00288.25	00360.89	-	-	-	0
4.625	00216.71	00044.44	00293.72	00367.71	-	-	-	0
4.629	00220.65	00045.65	00298.82	00374.25	-	-	-	0
4.634	00224.61	00046.98	00303.51	00380.49	-	-	-	0
4.638	00228.55	00048.43	00307.84	00386.45	-	-	-	0
4.643	00232.34	00049.92	00311.81	00392.04	-	-	-	0
4.647	00235.89	00051.29	00315.46	00397.22	-	-	-	0
4.652	00239.13	00052.58	00318.71	00401.90	-	-	-	0
4.657	00242.11	00053.83	00321.71	00406.21	-	-	-	0
4.661	00244.92	00054.96	00324.50	00410.25	-	-	-	0
4.666	00247.57	00055.99	00327.23	00414.13	-	-	-	0
4.670	00250.20	00057.02	00329.78	00417.86	-	-	-	0
4.675	00252.72	00058.17	00332.19	00421.43	-	-	-	0
4.679	00255.00	00059.41	00334.55	00424.83	-	-	-	0
4.684	00257.13	00060.75	00336.90	00428.15	-	-	-	0
4.689	00259.17	00062.16	00339.26	00431.43	-	-	-	0
4.693	00261.08	00063.54	00341.44	00434.49	-	-	-	0
4.698	00262.89	00064.83	00343.44	00437.34	-	-	-	0
4.702	00264.60	00065.97	00345.29	00439.99	-	-	-	0
4.707	00266.15	00066.99	00347.08	00442.47	-	-	-	0
4.711	00267.55	00068.09	00348.82	00444.85	-	-	-	0
4.716	00268.86	00069.35	00350.46	00447.12	-	-	-	0
4.720	00270.11	00070.80	00352.01	00449.32	-	-	-	0
4.725	00271.29	00072.35	00353.53	00451.46	-	-	-	0
4.730	00272.33	00073.95	00355.01	00453.50	-	-	-	0
4.734	00273.22	00075.51	00356.37	00455.36	-	-	-	0
4.739	00273.96	00077.01	00357.63	00457.03	-	-	-	0
4.743	00274.57	00078.47	00358.79	00458.56	-	-	-	0
4.748	00275.05	00079.87	00359.87	00459.93	-	-	-	0
4.753	00275.33	00081.34	00360.79	00461.07	-	-	-	0
4.757	00275.52	00082.96	00361.59	00462.10	-	-	-	0
4.762	00275.66	00084.66	00362.42	00463.15	-	-	-	0
4.766	00275.74	00086.46	00363.32	00464.23	-	-	-	0
4.771	00275.72	00088.36	00364.18	00465.24	-	-	-	0
4.775	00275.71	00090.31	00364.93	00466.20	-	-	-	0
4.780	00275.83	00092.32	00365.49	00467.11	-	-	-	0
4.784	00276.26	00094.39	00365.90	00468.09	-	-	-	0
4.789	00277.05	00096.47	00366.09	00469.13	-	-	-	0
4.794	00278.16	00098.58	00366.09	00470.23	-	-	-	0
4.798	00279.65	00100.71	00366.04	00471.52	-	-	-	0
4.803	00281.41	00102.79	00365.98	00472.96	-	-	-	0
4.807	00283.31	00104.77	00365.89	00474.47	-	-	-	0
4.812	00285.06	00106.53	00365.71	00475.77	-	-	-	0
4.817	00286.46	00107.99	00365.52	00476.79	-	-	-	0
4.821	00287.47	00109.27	00365.38	00477.58	-	-	-	0
4.826	00288.20	00110.39	00365.33	00478.24	-	-	-	0
4.830	00288.58	00111.28	00365.45	00478.76	-	-	-	0
4.835	00288.63	00111.94	00365.61	00479.07	-	-	-	0
4.839	00288.39	00112.36	00365.71	00479.09	-	-	-	0
4.844	00287.98	00112.57	00365.55	00478.77	-	-	-	0
4.849	00287.41	00112.57	00365.02	00478.03	-	-	-	0
4.853	00286.59	00112.36	00364.04	00476.75	-	-	-	0
4.858	00285.59	00111.94	00362.79	00475.09	-	-	-	0
4.862	00284.44	00111.28	00361.29	00473.09	-	-	-	0
4.867	00283.13	00110.34	00359.55	00470.76	-	-	-	0
4.871	00281.78	00109.11	00357.54	00468.12	-	-	-	0
4.876	00280.36	00107.60	00355.33	00465.23	-	-	-	0
4.880	00278.82	00105.91	00352.88	00462.05	-	-	-	0
4.885	00277.10	00104.08	00350.16	00458.51	-	-	-	0
4.890	00275.14	00102.19	00347.19	00454.62	-	-	-	0
4.894	00272.91	00100.23	00343.93	00450.35	-	-	-	0
4.899	00270.53	00098.12	00340.38	00445.72	-	-	-	0
4.903	00268.08	00095.84	00336.69	00440.93	-	-	-	0
4.908	00265.58	00093.39	00332.90	00435.99	-	-	-	0
4.913	00263.02	00090.73	00329.09	00430.95	-	-	-	0
4.917	00260.48	00087.77	00325.32	00425.90	-	-	-	0
4.922	00258.06	00084.47	00321.55	00420.86	-	-	-	0
4.926	00255.70	00080.95	00317.79	00415.84	-	-	-	0
4.931	00253.32	00077.40	00314.01	00410.81	-	-	-	0
4.935	00250.83	00073.82	00310.25	00405.74	-	-	-	0
4.940	00248.18	00070.19	00306.54	00400.61	-	-	-	0
4.944	00245.48	00066.56	00303.09	00395.67	-	-	-	0
4.949	00242.83	00062.99	00299.98	00391.05	-	-	-	0
4.953	00240.26	00059.48	00297.19	00386.77	-	-	-	0
4.958	00237.90	00056.10	00294.62	00382.81	-	-	-	0
4.962	00235.83	00052.93	00292.18	00379.19	-	-	-	0
4.967	00234.00	00049.94	00289.85	00375.84	-	-	-	0
4.972	00232.25	00047.18	00287.49	00372.58	-	-	-	0
4.976	00230.60	00044.56	00285.17	00369.44	-	-	-	0
4.981	00229.08	00042.03	00282.96	00366.48	-	-	-	0
4.985	00227.47	00039.55	00280.87	00363.59	-	-	-	0
4.990	00225.57	00037.01	00279.19	00360.83	-	-	-	0
4.994	00223.42	00034.43	00277.93	00358.26	-	-	-	0
4.999	00221.10	00031.92	00276.93	00355.81	-	-	-	0
5.004	00218.62	00029.50	00276.07	00353.38	-	-	-	0
5.008	00215.99	00027.23	00275.20	00350.90	-	-	-	0
5.013	00213.13	00025.12	00274.18	00348.18	-	-	-	0
5.017	00210.13	00023.20	00273.02	00345.30	-	-	-	0
5.022	00207.21	00021.36	00271.69	00342.36	-	-	-	0
5.026	00204.40	00019.65	00270.18	00339.35	-	-	-	0
5.031	00201.68	00018.07	00268.48	00336.28	-	-	-	0
5.035	00199.13	00016.73	00266.70	00333.26	-	-	-	0
5.040	00196.76	00015.61	00264.66	00330.16	-	-	-	0
5.044	00194.70	00014.70	00262.37	00327.05	-	-	-	0
5.049	00193.00	00013.95	00259.87	00324.00	-	-	-	0
5.053	00191.59	00013.36	00257.06	00320.88	-	-	-	0
5.058	00190.52	00012.96	00254.07	00317.83	-	-	-	0
5.062	00189.78	00012.59	00251.10	00315.00	-	-	-	0
5.067	00189.33	00012.14	00248.23	00312.43	-	-	-	0
5.072	00188.90	00011.68	00245.50	00309.98	-	-	-	0
5.076	00188.03	00011.60	00243.08	00307.54	-	-	-	0
5.081	00186.71	00012.02	00240.99	00305.09	-	-	-	0
5.085	00185.06	00012.85	00239.16	00302.67	-	-	-	0
5.090	00183.27	00014.04	00237.49	00300.31	-	-	-	0
5.094	00181.42	00015.46	00235.91	00298.00	-	-	-	0
5.099	00179.70	00017.04	00234.33	00295.79	-	-	-	0
5.103	00178.25	00018.74	00232.73	00293.75	-	-	-	0
5.108	00177.10	00020.38	00231.17	00291.92	-	-	-	0
5.121	00176.23	00022.05	00229.62	00290.29	-	-	-	0
5.126	00175.57	00023.78	00228.06	00288.80	-	-	-	0
5.131	00175.06	00025.54	00226.47	00287.38	-	-	-	0
5.135	00174.62	00027.12	00224.92	00286.04	-	-	-	0
5.140	00174.36	00028.48	00223.38	00284.80	-	-	-	0
5.158	00174.43	00029.66	00221.81	00283.74	-	-	-	0
5.162	00174.85	00030.73	00220.18	00282.83	-	-	-	0
5.167	00175.47	00031.78	00218.49	00282.03	-	-	-	0
5.171	00176.23	00032.97	00216.90	00281.40	-	-	-	0
5.176	00176.99	00034.28	00215.56	00281.01	-	-	-	0
5.180	00177.77	00035.68	00214.55	00280.90	-	-	-	0
5.185	00178.66	00037.16	00213.94	00281.20	-	-	-	0
5.194	00179.64	00038.55	00213.66	00281.79	-	-	-	0
5.199	00180.47	00039.71	00213.43	00282.31	-	-	-	0
5.203	00181.09	00040.62	00213.16	00282.63	-	-	-	0
5.208	00181.52	00041.32	00212.91	00282.82	-	-	-	0
5.212	00181.59	00041.91	00212.68	00282.78	-	-	-	0
5.217	00181.38	00042.54	00212.66	00282.73	-	-	-	0
5.221	00180.95	00043.29	00212.87	00282.72	-	-	-	0
5.226	00180.42	00044.09	00213.37	00282.88	-	-	-	0
5.244	00179.76	00044.99	00214.06	00283.12	-	-	-	0
5.248	00179.10	00045.86	00214.85	00283.44	-	-	-	0
5.253	00178.53	00046.52	00215.64	00283.79	-	-	-	0
5.257	00178.20	00046.92	00216.37	00284.21	-	-	-	0
5.262	00178.19	00047.03	00217.08	00284.76	-	-	-	0
5.267	00178.51	00046.86	00217.83	00285.50	-	-	-	0
5.285	00179.15	00046.40	00218.73	00286.51	-	-	-	0
5.289	00180.03	00045.65	00219.71	00287.69	-	-	-	0
5.294	00180.98	00044.67	00220.67	00288.87	-	-	-	0
5.321	00181.80	00043.59	00221.71	00290.01	-	-	-	0
5.326	00182.42	00042.51	00222.84	00291.11	-	-	-	0
5.330	00182.82	00041.55	00223.95	00292.07	-	-	-	0
5.335	00182.99	00040.75	00224.94	00292.82	-	-	-	0
5.339	00183.15	00040.11	00225.96	00293.62	-	-	-	0
5.344	00183.37	00039.64	00227.08	00294.55	-	-	-	0
5.353	00183.57	00039.34	00228.13	00295.45	-	-	-	0
5.357	00183.51	00039.03	00228.76	00295.85	-	-	-	0
5.362	00183.12	00038.73	00228.97	00295.74	-	-	-	0
5.366	00182.53	00038.44	00228.90	00295.28	-	-	-	0
5.371	00181.84	00038.16	00228.53	00294.53	-	-	-	0
5.376	00181.18	00037.89	00228.05	00293.72	-	-	-	0
5.380	00180.66	00037.63	00227.63	00293.04	-	-	-	0
5.385	00180.34	00037.45	00227.31	00292.56	-	-	-	0
